week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2026-12,,1.0,0.07654833339250318,0.9856956488563602,138.0
2026-13,-0.09485973749026538,0.9257826923669595,-0.02815131732145932,0.9116978785104408,208.0
2026-14,0.1261213505039352,0.997632263947884,0.04643487029654219,0.9906275210892009,193.0
2026-15,0.025335737765316356,1.1063219496430345,0.05451288312567636,1.0033309819274097,195.0
2026-16,0.03920307258399387,1.0157816548768122,-0.02024122941328885,1.0814034528594436,151.0
2026-17,0.022773573899530008,0.9560748326404578,0.10921482503643007,1.117843781201601,163.0
2026-18,-0.11094894722484246,0.9219333913831814,0.09377801789242676,1.0259420048425385,160.0
2026-19,-0.09396841509705367,0.9007655759247652,-0.007193973025530921,1.1032046571654042,181.0
2026-20,-0.05834710261113803,0.9374021221796257,-0.07339917568603514,0.8217155810976536,196.0
2026-21,0.2015791845616056,0.9793331386249449,-0.06778564679150563,0.8285570288182463,120.0
2026-22,-0.009175981398936689,0.9603079199127599,-0.3193103650543084,0.4652044229799138,133.0
2026-23,0.2684709434544429,1.2064471920429198,0.16868995670762482,1.2685800837214345,55.0
2026-24,-0.1842488463099329,1.5492786038222137,0.17757075495393496,1.7034489801756907,23.0
