day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2026-06-23,0.039678334492679705,1.183611094827323,0.061828439261882764,1.0658711474755322,39.0
2026-06-24,0.001975263154542043,0.8801922902847066,-0.10177772379614082,0.7771048344231696,49.0
2026-06-25,0.24932136577764502,1.016938093624638,-0.2543551412254564,0.462730206639883,28.0
2026-06-26,0.05815340089905767,1.0666351920113322,0.18185457844994476,1.2482951510034126,49.0
2026-06-27,0.15952317390887516,0.8540219307739905,0.2370099001900515,1.1793575863854953,34.0
2026-06-28,0.19466173604757397,0.7759875318178855,-0.0532677513643509,0.9266773694343488,42.0
2026-06-29,0.04418425097674237,1.0189514399149802,-0.04220782802861654,0.8249977244411618,28.0
2026-06-30,-0.060121712017328965,0.9013526654339982,0.2261215757615151,1.3387378912563843,11.0
2026-07-01,-0.23135886899113137,1.1124861848148102,0.0893270354155204,1.226300799938341,31.0
2026-07-02,-0.1630084435458728,1.5955170702303052,-0.2735638586136151,0.4291303417086311,12.0
2026-07-03,-0.10099525618233669,0.8691530815423094,-0.18466711933080568,0.6147456474125002,40.0
2026-07-04,-0.12132394588776516,0.9541472311325234,-0.20017282781210444,0.5726842914903139,22.0
2026-07-05,0.21859154457011687,0.7966595186054146,-0.40744154625041085,0.07140022548060687,18.0
2026-07-06,0.03375951269233226,1.21613909429285,-0.004255635157101811,0.9960767821681367,21.0
2026-07-07,0.14539726432535302,0.8139305147773048,-0.2385300976908776,0.6144832638995192,33.0
2026-07-08,-0.03524664290745573,1.294432063547677,0.07446031261925348,1.048384543738237,20.0
2026-07-09,0.12356024821919798,1.0846810274449465,0.03595269640664931,0.8753208540238565,23.0
2026-07-10,0.15810291608029423,0.7653557360793057,-0.24721137801961104,0.47998032471542423,18.0
2026-07-11,1.1918369583569108,1.0283456261809336,-0.2544759558884769,0.639741096382904,17.0
2026-07-12,-0.3309918704442142,0.5922054044772878,-0.16704504919922292,0.6188713291560847,18.0
2026-07-13,0.026953387959026555,1.0399967785715265,-0.13069362442618226,0.8264072344919289,33.0
2026-07-14,-0.0646675615271041,0.9361378643491274,0.11406503101452205,1.3440890592821428,39.0
2026-07-15,0.10621844793952505,1.078844060681923,-0.20496086094119514,0.5501186845414453,48.0
2026-07-16,0.09095461474411963,1.1222360616194664,-0.20174138932205535,0.5363159996326663,41.0
2026-07-17,0.08364197136525776,0.9865200103067171,-0.09610116682293741,0.6943488225054851,38.0
2026-07-18,0.009891768520841735,1.1085477811687499,0.09947316436848115,1.133280581185161,33.0
2026-07-19,0.34234770128038416,0.9895566544425652,0.2543018907528593,1.305503375610121,30.0
2026-07-20,0.012703452620198803,0.9196689401173638,-0.10419693325874824,0.6913869726961664,28.0
2026-07-21,0.12767466754435974,1.2946263637976032,0.03972576231558894,0.860837779529421,34.0
2026-07-22,0.30623664353210256,0.9627350208145414,-0.0909633027356855,0.6685643165223488,17.0
2026-07-23,-0.20284997724939327,1.2214909745757496,0.358667400766995,1.3348430404334692,33.0
2026-07-24,-0.1783178940513329,0.5910139347400643,-0.3802362578443121,0.2063366634129095,9.0
2026-07-25,0.18789588205127988,1.0872990201137993,-0.3848393429074495,0.2763601847900182,19.0
2026-07-26,-0.36053344515236857,1.062184054334945,-0.11185336743645416,0.8725792087162929,26.0
2026-07-27,0.08629789612056604,0.8300820320837463,0.2654695391318894,0.8952813016940259,18.0
2026-07-28,-0.12527023241052063,0.7080449945963689,0.09989972254900686,1.246295381475239,17.0
2026-07-29,-0.5057825723756205,0.8742421934486101,0.5539318092621315,1.5335070461267883,13.0
2026-07-30,0.18307709940906586,0.9622128200839728,0.24777484127463736,1.0747198909531157,40.0
2026-07-31,-0.1014732476376484,0.7930291411652904,0.08526116514177016,0.949645133268057,51.0
2026-08-01,0.24786276863313722,1.3189442631469304,-0.033109050781357306,1.0204485002733963,27.0
2026-08-02,0.12679126797207566,0.8840397233306186,-0.029402672379778918,0.9599932164504025,54.0
2026-08-03,0.06467466729434501,0.8806944812178509,0.210449041724225,1.3531676476140664,52.0
2026-08-04,0.1585293837308552,1.0420876675477397,0.031737139066347446,0.897288380644704,35.0
2026-08-05,0.12928853713944868,1.1475714146018794,-0.0519055947790192,0.8588998345170236,20.0
2026-08-06,0.10439712166085276,0.700926236354976,0.002132119595183802,0.9087936924009121,24.0
2026-08-07,0.02972540666672025,0.935365156018337,0.18213608765243408,1.1379976460109043,47.0
2026-08-08,-0.05521639539853083,0.8280047260779279,0.23301015638094522,1.0941470964049318,22.0
2026-08-09,-0.1430578102356091,1.0894968871993076,-0.38866440672742625,0.1347583774111108,13.0
