keyword,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
'Vereinigte Arabische Emirate',-2.0851427647812315,1.0,-0.4547059398641403,1.0,1.0
'Vereinigte Staaten',0.15906558468721882,1.0969291277961524,0.26429238680791806,1.1189379769298038,11.0
'Vietnam',0.0827168670075059,1.0,-0.3587578714430496,1.0,1.0
'Warschau',0.540210879684244,1.0,-0.4641096127683558,1.0,1.0
'Washington',0.31352057003476824,1.2174065403559364,-0.4182932844296726,0.06804051232791493,13.0
'Westjordanland',-1.1522158071210191,1.0,-0.2997829367181143,1.0,1.0
'Wien',-0.18426883971468747,0.4850929509947548,-0.29969374097294993,0.3173439910074768,4.0
'Zagreb',-1.1477592960445377,1.0,-0.5101731083020946,1.0,1.0
'Zypern',0.05127431443866535,1.0,-0.4110759604696755,1.0,1.0
'Ägypten',-0.11850151208476252,0.9152067506508246,-0.4812884209810528,0.05002974600078506,3.0
'Österreich',0.14314730219257657,0.2499415650222225,0.4324182690114354,1.8214300655301132,5.0
